시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
전혁림미술관,사립,경상남도 통영시 봉수1길 10(봉평동),경상남도 통영시 봉평동 230-1,34.826732,128.415164,055-645-7349,전혁림미술관,www.jeonhyucklim.org,"""주차장, 카페테리아""",10:00,17:30,10:00,17:30,"""1월1일, 설, 매주 월,화요일""",0,0,0,0,"""전혁림 화백이 1975년부터 30년 가까이 생활하던 집을 헐고 새로운 창조의 공간으로 신축하여 2003년 5월 11일 미술관으로 개관. 전혁림 화백의 작품과 관련 자료를 상설 전시하고 있으며, 봄, 가을 기획전을 개최함""",,055-645-7349,전혁림미술관,2017-05-01
통영시립박물관,공립,경상남도 통영시 중앙로 65(도천동),경상남도 통영시 도천동 28,34.840684,128.416418,055-646-8371,이영준,museum.tongyeong.go.kr,,09:00,18:00,09:00,18:00,"""월요일, 설, 추석 당일""",2000,1500,1000,케이블카탑승자 및 삼도수군통제영 관람자 20퍼센트 할인,통영 역사문화 자료 전시,통영미늘고개>롯데마트방면 진입>산복도로>충렬사교차로에서 좌회전 400M>신협앞우회전진입>50M전방에서 통영시립박물관 도착,055-650-4515,통영시청,2017-05-01
옹기민속박물관,사립,서울특별시 도봉구 삼양로 574-41,,37.654480,127.014650,"""02-900-0900 ,0399 팩스 02-900-0905""",옹기민속박물관,,,10:00,18:00,10:00,18:00,"""매주 월요일, 1월1일, 설연휴, 추석연휴""",0,0,0,"""[개인/단체(20명)] <br /> 어른3,000원/ 2,000원, <br />어린이 2,000원/1,000원""","""옹기전시실 : 거름통, 요강, 화로, 굴뚝, 독우물 등 주거 생활용 및 악기용, 민간 신앙용 옹기 전시<br />민속생활용품전시실 : 목공예, 짚풀공예, 종이공예, 금속공예품 등 전시<br />야외전시실 : 큰 항아리, 옹기굴뚝, 석탑, 석등, 맷돌 등 다양한 석조물 전시""","""지하철: 4호선 수유역 ③번 출구 → 120(간선), 153(간선) 버스 → 서라벌중학교 하차(10분소요) → 옹기민속박물관 길로 100m 진입<br />버스: 간선(파랑) : 120, 144, 151, 153, 지선(녹색) : 1120, 1144, 1161, 1218 서라벌중학교 하차 → 옹기민속박물관 길로 100m 진입<br />마을버스:  01 창동역, 02 수유역6번출구 약초원 하차""",,서울특별시 도봉구청,2017-04-30
덕성여자대학교 박물관,사립,서울특별시 도봉구 근화교길 19 덕성여자대학교,,37.668770,127.047070,"""02-901-8131~3, 팩스 02-901-8148""",덕성여자대학교 박물관,http://museum.duksung.ac.kr,,10:00,16:00,00:00,00:00,"""토,일요일 법정공휴일 개교기념일, 동하계 휴가기간, 기타 정부나 대학에서 임시휴일로 정하는 날.""",0,0,0,무료,"""회화·도자실 : 회화류 : 조선시대 회화. 민화 등 회화류 및 각종 도자기 전시<br />목공예실 : 조선시대 목가구, 소반, 반닫이 등<br />복식실 : 원삼, 초의, 저고리 등 조선후기의 남녀복식 전시<br />금속공예실 : 청동병, 동경 등 고려시대의 청동기유물, 등잔, 촛대 등 조선후기의 등기류, 나전칠기류 등 전시""","""지하철: 4호선 수유역 하차 덕성여자대학교 방향 버스 이용(101번, 170번, 1144번, 1217번)<br />버스: 101번, 109번, 144번, 151번, 170번, 1144번, 1217번, 1218번 ,1219번""",,서울특별시 도봉구청,2017-04-30
산악박물관,사립,서울특별시 도봉구 도봉산길 86,,37.687480,127.034080,02-909-3693,산악박물관,http://eco-institute.knps.or.kr/,,10:00,17:00,10:00,17:00,"""매주 월요일, 1월1일, 설 연휴, 추석연휴""",0,0,0,무료,,"""지하철: 1호선, 7호선 도봉산역 하차 도보 15분 정도 소요<br />버스: 간선(파랑) 141,142, 지선(녹색) 1127,1128 도봉산입구하차 /<br />간선(파랑) 100,106,107,108,140,150,160, 지선(녹색) 1018,1019,1139,1148,1151 도봉산역하차""",,서울특별시 도봉구청,2017-04-30
고흥분청문화박물관,공립,전라남도 고흥군 두원면 운곡길 97,전라남도 고흥군 두원면 운대리 141-1번지,34.628185,127.323169,061-830-5662,고흥분청문화박물관,미운영,"""카페,한식당,뮤지엄샵""",09:00,18:00,09:00,18:00,월요일,2000,1500,1000,고흥군민 개인 관람료 50퍼센트 감면,분청사기 도요지의 문화를 보존전승하고 지역 특색이 가미된 박물관,,061-830-5662,고흥분청문화박물관,2017-05-22
합천박물관,국립,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,35.5800105,128.2820898,055-930-4882,합천박물관,http://mus.hc.go.kr/main/,주차시설+산책로+야외조각전시+인공폭포+분수대,09:00,18:00,09:00,18:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관), 1월1일, 설날, 추석""",0,0,0,0,"""합천박물관은 2004년 12월 9일에 개관하여, 합천 지역의 전통문화와 역사에 대한 올바른 지식을 제공하고자 설립하였다.""",버스: 합천-초계(성태.초계)(합천터미널)에서 쌍책정류장 하차,055-930-3171,합천군 문화체육과,2017-05-11
합천한의학박물관,사립,경상남도 합천군 용주면 고품길 42,경상남도 합천군 용주면 고품리 284,35.537551,128.101642,055-934-0601,합천한의학박물관,,주차시설,09:00,18:00,09:00,18:00,"""매주 월요일(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관), 1월1일, 설날, 추석""",2000,1000,800,0,4000여점에 이르는 박물관 소장품은 치유의 역사를 생생히 보존하고 있으며 이를 통해 지역민들은 물론 국내외적으로 전통 한의학의 가치를 더욱 빛내고자 한다.,버스: 합천-거창(평학.대병)(합천터미널)에서 고품삼거리정류장 하차,055-930-9174,합천군 문화체육과,2017-05-11
해인사성보박물관,사립,경상남도 합천군 가야면 가야산로 1742-17,경상남도 합천군 가야면 치인리 산21-1,35.796694,128.076062,055-934-3150,해인사성보박물관,www.haeinsamuseum.com,주차시설,09:30,17:30,09:30,17:30,매주 월요일,2000,1000,1000,0,"""해인사에 있는 사찰박물관이다.소장유물은 국가지정8점, 시도지정4점 비지정389점이 있다.""",버스: 합천시외버스터미널에서 해인사행 시외버스 탑승 후 해인사 앞에서 하차,055-930-9174,합천군 문화체육과,2017-05-11
김천세계도자기박물관,공립,경상북도 김천시 대항면 직지사길 118,경상북도 김천시 대항면 운수리 91-1,36.116815,128.011175,054-420-6726,김천시청,http://www.gimcheon.go.kr/mini/museum/,,09:00,18:00,09:00,18:00,"""신정, 설 및 추석 당일, 매주 월요일(월요일이 공휴일이면 그 다음날)""",1000,500,0,"""경로, 장애인, 국가유공자, 그린카드소지자 등 무료""","""도자기, 크리스탈 전시""",김천역 대중교통 46분,054-420-6268,김천시청,2017-04-30
김천시립미술관,공립,경상북도 김천시 남산공원길 90-14,경상북도 김천시 황금동 69-1,36.116651,128.119884,054-420-6724~5,김천시청,http://www.gimcheon.go.kr/mini/gma/,엘리베이터,09:00,18:00,09:00,18:00,"""신정, 설 및 추석 당일, 매주 월요일(월요일이 공휴일이면 그 다음날)""",0,0,0,,"""조각, 사진 전시""",김천역 도보 17분,054-420-6268,김천시청,2017-04-30
손기정기념관,공립,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,37.5555987,126.9649637,02-364-1936,손기정기념재단,http://www.sonkeechung.com/wordpress/,"""전시실 내 장애인화장실, 장애인리프트, 음료자판기 등""",10:00,18:00,10:00,18:00,"""매주 월요일 (단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)""",0,0,0,공영주차장(일반차랑) 10분에 300원,"""손기정 기념관은 나라를 잃은 어려운 시절, 세계를 재패해 우리 민족의 긍지를 높여준 손기정 선수(1936년 베를린 올림픽 마라톤 금메달리스트)의 뜻을 기리고, 국제적인 스포츠 관광자원으로 개발하고자 1918년 만리동에 건립된 손기정 선수(21회 졸업)의 모교인 양정의숙 건물을 리모델링 하여 손기정 탄생 100주년인 2012년 10월 14일에 개관하였습니다.""","""버스:163,261,463,604,8001,용산04번+지하철:충정로역 5번 출구 직진 후 삼성 래미안 아파트 단지 내로 들어와 109동 앞 옆 후문 직진하면 손기정 체육공원 후문""",02-3396-4606,서울특별시 중구청,2017-05-18
박을복자수박물관,사립,서울특별시 강북구 삼양로 149가길53,서울특별시 강북구 우이동 86-4,37.653998,127.008541,02-990-7000,박을복자수박물관,http://www.embromuseum.com,,12:00,17:00,23:59,23:59,"""매주 토,일,국가공휴일""",6000,4000,4000,"""단체(20명이상) 성인 3,000원, 청소년·어린이 2,000원""",현대 한국자수 발전에 기여한 박을복 선생의 업적을 기리고 한국 자수의 역사 및 감상 자수를 일반에게 선보여 문화향수의 기회 제공,"""지하철 4호선 수유역(3번 출구)에서 120번, 153번 탑승 후 덕성여대 하차""",02-901-6215,서울특별시 강북구청,2017-05-01
목포자연사박물관,공립,전라남도 목포시 남농로 135,,34.793656,126.421087,061-274-3655,목포자연사박물관,http://museum.mokpo.go.kr,,09:00,18:00,09:00,18:00,"""매주 월요일, 1월1일""",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2017-05-15
목포생활도자박물관,공립,전라남도 목포시 남농로 117,,34.793659,126.419747,061-270-8480,목포생활도자박물관,http://doja.mokpo.go.kr/,,09:00,18:00,09:00,18:00,"""매주 월요일, 1월1일""",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2017-05-15
조태일 시문학기념관,공립,전라남도 곡성군 죽곡면 태안로 622-38,전라남도 곡성군 죽곡면 원달리 20,35.1334403,127.3685909,061-362-5868,곡성군청,http://www.gokseong.go.kr/tour/?pid=90&act=view&SEQ=94,창작실,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,무료,조태일 시문학기념관은 199년 타계한 문단의 큰별인 죽형 조태일선생을 기리기 위해 2003년 곡성군에서 건립하였다.,,061-360-8253,전라남도 곡성군청,2017-05-15
무안군오승우미술관,공립,전라남도 무안군 삼향읍 초의길 7,전라남도 무안군 삼향읍 왕산리 1020,34.852575,126.415342,061-450-5482,무안군,http://museum.muan.go.kr,"""주차장, 화장실, 카페테리어 등""",09:00,18:00,09:00,18:00,"""매주 월요일, 1월1일, 추석, 설""",0,0,0,,2011.2.24 개관,,061-450-5482,무안군 관광문화과,2017-05-01
정읍시립미술관,공립,전라북도 정읍시 시기4길 7,전라북도 정읍시 시기동 69-15,35.552443,126.861538,063-539-6419,정읍시립미술관,http://jma.jeongeup.go.kr,까페,10:00,18:00,10:00,18:00,매주 월요일,0,0,0,전체 무료,정읍시립미술관은 전라북도 최초의 시립미술관으로 지난 2014년 3월부터 시립도서관을 리모델링하여 2015년 10월 24일 개관,"""277번(시내운행버스) 이용, 시기주공 정류장에서 하차, 도보로 10분 소요""",063-539-6419,정읍시립미술관,2017-04-30
정읍시립박물관,공립,전라북도 정읍시 내장산로 370-12,전라북도 정읍시 부전동 1009,35.5277169,126.894646,063-539-6792,정읍시립박물관,http://museum.jeongeup.go.kr,홍보휴게실+휴게테크,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,전체 무료,정읍시립박물관,"""171번(시내버스) 이용, 20~30분 간격, 박물관 앞 부전마을 버스정류장에서 하차""",063-539-6792,정읍시립박물관,2017-04-30
청도박물관,공립,경상북도 청도군 이서면 이서로 567,경상북도 청도군 이서면 양원리 129-5,35.694373,128.686471,054-370-2282,청도박물관,http://museum.cd.go.kr,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,,2013년12월14일 개관,청도기차역(도보2분 버스터미널 도착),054-370-2282,경상북도 청도군,2017-05-11
상주자전거박물관,공립,경상북도 상주시 용마로 415,경상북도 상주시 도남동 산 3-4,36.453710,128.255212,054-534-4973,상주박물관,http://museum.sangju.go.kr/,자전거보관대+수유실+매점,09:00,18:00,09:00,18:00,"""매년 1월 1일, 매주 월요일""",0,0,0,,,,054-534-4973,상주시청,2017-03-31
함창 명주박물관,공립,경상북도 상주시 함창읍 무운로 1593,경상북도 상주시 함창읍 교촌리 199-1,36.576501,128.159804,054-541-9260,함창 명주박물관,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,054-541-9260,상주시청,2017-03-31
상주박물관,공립,경상북도 상주시 경천로 684,경상북도 상주시 사벌면 삼덕리 산 18-7,36.460531,128.240759,054-537-6752,상주박물관,http://museum.sangju.go.kr/,자전거보관대+수유실+매점,09:00,18:00,09:00,18:00,"""매년 1월 1일, 매주 월요일""",1000,500,0,,,,054-537-6752,상주시청,2017-03-31
옛길박물관,공립,경상북도 문경시 문경읍 새재로 944,경상북도 문경시 문경읍 상초리 242-1,36.763123,128.067654,054-550-8366,문경시 새재관리사무소,http://oldroad.gbmg.go.kr/,,09:00,18:00,09:00,18:00,"""1월 1일, 음력 설날 당일, 추석 당일""",1000,700,700,"""65세 이상,7세미만,국가유공자,장애인 무료, 문경시민 할인""","""문경은 우리나라 문화지리의 보고(寶庫)이자 그 자체가 길 박물관이다. 조선시대 역사와 문화의 소통로(疏通路)로서 조선팔도 고갯길의 대명사로 불리던 ‘문경새재’(명승 제32호)가 있고, 우리나라 최고(最古, 서기 156년 개척)의 고갯길인 ‘하늘재’, 옛길의 백미(白眉)이자 한국의 차마고도로 일컬을 수 있는 ‘토끼비리’(명승 제31호), 영남대로 상의 허브 역할 담당했던 유곡역이 문경에 있다. 옛 사람들은 여행을 하면서 무엇을 지니고 다녔으며, 괴나리봇짐 속에는 과연 무엇이 있었을까? 우리가 생각하고 있는 것 보다 훨씬 더 흥미로운 주제들을 담아내고 있다. 옛길박물관은 과거길로 유명한 문경새재를 조망하면서 아리랑, 각종 노정기(路程記)와 여행기, 역참제도, 지리지 등의 문화유산을 만날 수 있는 곳이다.""",중부내륙고속도로 문경새재IC 5분거리,054-550-8366,경상북도 문경시청,2017-04-10
문경도자기박물관,공립,경상북도 문경시 문경읍 문경대로 2416,경상북도 문경시 문경읍 진안리 360-10,36.741239,128.075403,054-550-6416,문경시 도자기박물관,http://dojagi.gbmg.go.kr/,,09:00,18:00,09:00,18:00,"""1월 1일, 음력 설날 당일, 추석 당일""",0,0,0,,"""문경도자기의 가치는 오늘에 이르러 더욱 주목을 받고 있다. 그것은 도예가 개인의 기능도 뛰어나지만, 그 기능의 저변에 문경도자기만의 특징이라고 할 수 있는 역사성과 전통성이 있기 때문이다.특히 문경에는 문화체육관광부에서 지정한 중요무형문화재 105호 '사기장'과 노동부에서 지정한 기능인 최고의 영예인 도예부분 '명장'이 3명 있다.조선 초 분청사기 및 백자 도요지가 많이 분포되어 있으며 문경의 도자기에는 아직까지 옛 도공의 혼이 그대로 담겨져 있고 우리 민족의 순박한 심성이 그대로 베어있어 색채와 형태가 자연스럽고 아름답다.""",중부내륙고속도로 문경새재IC 5분거리,054-550-6416,경상북도 문경시청,2017-04-10
문경석탄박물관,공립,경상북도 문경시 가은읍 왕능길 112,경상북도 문경시 가은읍 왕능리 432-5,36.653827,128.053115,054-550-6424,문경시 석탄박물관,http://coal.gbmg.go.kr,,09:00,18:00,09:00,18:00,"""1월 1일, 음력 설날 당일, 추석 당일""",2000,1500,800,"""65세 이상,7세미만,국가유공자,장애인 무료, 문경시민 할인""",석탄은 우리나라의 유일한 부존 에너지 자원으로써 국민생활 연료공급과 국가기간산업의 중추적인 역할로 국가 경제발전에 크게 기여하여 왔으나 물질문명의 발달로 그 수요가 급격히 줄어 들고 있어 그간의 석탄산업 변천사를 한곳에 모아 귀중한 역사적 사료가 되도록하고 후세들에게 석탄산업 전반에 대하여 이해할 수 있는 학습장으로 활용하여 석탄에 대한 기억을 되새기고자 함.,중부내륙고속도로 문경새재IC 5분거리,054-550-6424,경상북도 문경시청,2017-04-10
